exp_id;ind_id;locationName;companyName;description;title;startDate_month;startDate_year;endDate_month;endDate_year;industry;company_empl_low;company_empl_high;title_direction;titleconsulting;titlefounder
153;30;Paris Metropolitan Region;viva technology paris;Viva Technology is the first international event bringing together 5,000 start-ups with top investors and companies to grow businesses and shape the future. Viva Technology is the first Tech event which is dedicated to the collaboration between large corporations and startups. For its first edition in 2016 Viva Technology gathered 45 000 attendees in Paris and appears as being one of the top five worldwide tech event.;CEO;11;2015;7;2016;['Information Technology', 'and Services'];11;50;1;0;0
154;30;;make.org;;Founder;4;2016;0;0;['Information Technology', 'and Services'];11;50;0;0;1
155;31;;ministry of economy, industry and employement;Christine Lagarde's office : in charge of Industry & Employement policies + State owned companies;Minister' special advisor;7;2007;8;2009;['nan'];999;999;0;0;0
156;31;;sustain-able;"- Leading SME towards sustainability to generate shared value along the supply chain.
- Strategy & Sustainability consulting
- Optimizing Blue Chip companies' supply chain through sustainability";CEO;6;2012;12;2020;['nan'];999;999;1;0;0
157;31;;carrefour;Public Affairs, sustainability, Corporate social responsiility, comex coordination...;Group General Secretary - member of Executive Committee;0;2009;6;2012;['nan'];999;999;0;0;0
158;31;Noisiel, Île-de-France, France;nestlé france;;Directeur Général Communication, RSE, Public Affairs;1;2017;0;0;['nan'];999;999;1;0;0
159;31;Paris Metropolitan Region;GOV la meteo de lopinion;"- Digital & Strategic consulting for public and private sectors, identification and anticipation on public opinion ""weak"" signals.
- Smartphones' application to rate politicians and generate your own polls
- Real time public opinion surveys

App Store:
https://itunes.apple.com/fr/app/gov/id732854392?mt=8
Android:
https://play.google.com/store/apps/details?id=fr.decam.gov.android";Co-founder & CEO;0;2013;6;2018;['nan'];999;999;1;0;1
160;32;Marseille Metropolitan Region;avec nous - la fabrique des quartiers populaires;"Avec Nous porte plusieurs tiers-lieux dans les 13e et 14e arrondissement de Marseille au service de deux objectifs principaux : d'une part, valoriser l’expertise d’usage et le savoir-faire des habitants des quartiers populaires ; et d'autre part, développer des actions d’éducation populaire et d’économie solidaire. Administrée par un collectif d'habitant, Avec Nous lutte contre les mentalités coloniales dans les quartiers populaires notamment à travers sa volonté forte de cesser ""d'accompagner"" les habitants mais en faisant le choix de les outiller.";Délégué général adjoint;6;2020;3;2021;['Civic', 'Social Organization'];2;10;0;0;0
161;32;Santiago du Chili;fondacio chili;"Programme ""Un Hogar Mas Digno"" : projet d'insertion par la rénovation d'habitats dans les quartiers nord de Santiago du Chili. Mon rôle : faire le lien entre la recherche de fonds, les architectes, les ingénieurs, les assistants sociaux, les municipalités, les bénévoles afin de mettre ce réseau au service des bénéficiaires. Impact : entre 15 et 20 foyers par an.";Assistant chef de projet;9;2017;7;2018;['Civic', 'Social Organization'];2;10;0;0;0
162;32;Tunisia;oxfam novib;"• Construction, suivi, évaluation et clôture de projets.
• Consultation régionale (Maroc - Algérie -Tunisie ) de la société civile pour repenser le programme ""Migration"" d'Oxfam
• Surveillance du dossier Libye et prise de contact avec les membres de la société civile basés à Tunis et travaillant en Libye.
• Participation au Colloque ""Développement et migration"" organisé par Fayçal DCHICHA ( Coordinateur régional du PASC & Président de l'ADDCI-Zarzis)";Stage au sein du Bureau Tunis d'Oxfam;7;2016;8;2016;['Civic', 'Social Organization'];2;10;0;0;0
163;32;;analog sport;"Analog Sport est le premier projet socio-sportif œuvrant à l'intégration et à l'éducation des jeunes de QPV par la photographie argentique et sportive. Le projet basé à Marseille, Paris et Rio est soutenu par Kodak, Nation Photo, Lomography, Aix-Marseille Provence Métropole, Paris 2024, la Ville de Paris, le ministère de la Justice.

Ce projet faite suite au lancement du média @Analogfootball";Co-fondateur;2;2020;0;0;['Civic', 'Social Organization'];2;10;0;0;1
164;32;Paris Metropolitan Region;open source politics;"Open Source Politics est l’un des leaders français du secteur de la ""CivicTech"". OSP a accompagné plus d’une soixantaine d'institutions et acteurs privés de premier plan dans leurs concertations numériques, grâce notamment à l'outil Decidim, la plateforme de participation citoyenne open source d’envergure internationale.";Consultant;0;2018;5;2020;['Civic', 'Social Organization'];2;10;0;1;0
165;33;Paris Metropolitan Region;sepelco signalétique;;Co-fondateur, Gérant;5;1980;10;2010;['nan'];999;999;0;0;1
166;33;Antananarivo (Madagascar);ministère des affaires étrangères et du développement international;;Enseignant;8;1975;12;1978;['nan'];999;999;0;0;0
167;33;Paris Metropolitan Region;librairie résistances;;Gérant;9;2012;2;2020;['nan'];999;999;0;0;0
168;33;Paris Metropolitan Region;open source politics;Solutions Civic Tech;Co-fondateur;5;2016;0;0;['nan'];999;999;0;0;1
169;33;Paris Metropolitan Region;typical;;Co-fondateur, Gérant;1;1995;2;2020;['nan'];999;999;0;0;1
170;34;Paris Metropolitan Region;VOXE;"Voxe est une start-up de l'économie sociale et solidaire qui créé des outils pour aider les jeunes à mieux comprendre la politique.

- Pilotage stratégique et opérationnel de la Voxe Academy, le programme de formation de Voxe, qui propose des ateliers innovants d'éducation civique dans les lycées, universités, foyers de jeunes travailleurs et auprès du grand public (40 ateliers/an, 15 formats d'ateliers différents, un budget annuel de 50k€).
- Conception et animation des programmes de formation.
- Développement des partenariats et du mécénat public et privé (90k€ en 2ans).
- Management des équipes de services civiques.
- Animation et formation de la communauté des bénévoles, les Bénévoxes (50 membres actifs et formés), notamment pour le Tour de France de Voxe en amont des Présidentielles de 2017.
- Conception et animation de Crafters, un programme de formation audacieux sur l'engagement en entreprise inspiré par les mobilisations citoyennes. Ce programme a notamment accueilli le CESE, Nespresso, Elior Group, EDF, la BNP...
- Ancien membre du CA des Halles Civiques, ce tiers-lieu dédié aux innovations publiques et citoyennes.
";Responsable des Formations;4;2016;6;2018;['Performing Arts'];999;999;0;0;0
171;34;Beyrouth, Liban;the lebanese center for energy conservation (lcec);"Pilotage d'une étude de conseil en politique publique sur les stratégies énergétiques des collectivités territoriales libanaises pour le LCEC, l'agence publique libanaise de promotion des énergies renouvelables.
- Collecte des données et élaboration du diagnostic sur le développement des énergies renouvelables dans le pays.
- Conduite d'entretiens avec des experts, élus, fonctionnaires territoriaux et bailleurs internationaux.
- Proposition de recommandations à la direction de l'agence pour une meilleure implication de l'échelle territoriale dans la stratégie de déploiement des énergies propres dans le pays.";Conseiller en politiques publiques;8;2014;12;2014;['Performing Arts'];999;999;0;1;0
172;34;Paris Metropolitan Region;call for team;"Pilotage d'un projet de concertation citoyenne en Meurthe-et-Moselle pour revaloriser, avec les habitants, un monument historique laissé à l'abandon (le moulin de Villevaux).
- Gestion des équipes, de la campagne de mobilisation et des relations avec les partenaires.
- Conception et animation des ateliers de participation citoyenne.";Chef de projet en concertation citoyenne;11;2015;4;2016;['Performing Arts'];999;999;0;0;0
173;34;Paris Metropolitan Region;la ligue d'improvisation de paris;"Membre actif de cette troupe historique de théâtre d'improvisation qui compte 65 membres, une formation d'acteurs exigeante et 40+ spectacles/an.
- Ancien Président de l'association (2017-18), à la tête d'une équipe bénévole de 8 personnes et d'un budget annuel de 35k€.
- Organisation de la tournée estivale 2015 et du spectacle de la troupe au Palais des Glaces pour les 20 ans de l'association (500 spectateurs).";Comédien improvisateur;9;2013;0;0;['Performing Arts'];999;999;0;0;0
174;34;Paris Metropolitan Region;la cour des contes;"Notre troupe s'est donné une mission : sortir les contes des placards de l'enfance pou ré-enchanter sa génération.
Ainsi, nous racontons nos histoires à la Grande Mosquée de Paris, au Musée d'Orsay, dans les théâtres, les festivals, sur les toits du Panthéon et aussi chez notre homonyme, la Cour des Comptes (l'autre).

- Un collectif de 7 passionné.e.s proposant 4 à 5 créations par an, + de 250 spectacles depuis 5 ans, un public fidèle (3900 fans FB).
- Développement et animation d'un programme de formation aux arts de la parole, le Cours des Contes, qui propose des ateliers et stages autour de l'écriture d'histoires, de la prise de parole en public et du pitch.
- Co-gestion de la dimension entrepreneuriale du développement de la troupe : stratégie, partenariats, développement commercial, communication...";Conteur;10;2015;0;0;['Performing Arts'];999;999;0;0;0
175;35;;freelance;Enquêtes et préparation des reportages pour M6 et le groupe TF1 (Reportages et 90'Enquêtes);Journaliste enquêtrice;12;2015;7;2016;['Internet'];201;500;0;0;0
176;35;;malt;;Senior Communication Manager France;1;2023;0;0;['Internet'];201;500;0;0;0
177;35;;institut de l'entreprise;"Stratégie d'influence, production de contenus, community management , suivi des KPI
Veille sectorielle des sujets économiques et sociaux traités par l'Institut
Organisation d'un TedX, en partenariat avec Le Figaro";Responsable de la communication digitale;9;2016;12;2016;['Internet'];201;500;0;0;0
178;35;;bluenove;"bluenove est une société de technologie et de conseil, pionnière en Intelligence collective massive.  

Je suis responsable de toute la communication externe de bluenove :
- Stratégie Social media
- Production de contenus (business case, itw video de clients, podcasts, articles...)
- Evènements, notamment Bright Mirror, format original de design fiction
- RP
- Site web";Directrice de la communication;1;2018;12;2022;['Internet'];201;500;1;0;0
179;35;Paris Metropolitan Region;toguna;"Toguna édite des applications mobiles permettant d'écrire l'histoire collective des entreprises.

Première employée de cette startup de la HR Tech, j'ai accompagné les fondateurs dans la création de leur identité de marque, la refonte du site internet et le pilotage de la stratégie de com/social media.
Publication d'une série d'interviews sur Medium, témoignages clients en vidéo, mise en place d'une newsletter mensuelle et des Toguna breakfast.";Communication Manager;3;2017;10;2017;['Internet'];201;500;0;0;0
180;36;Paris Metropolitan Region;l'obs;"- Rédactrice Supplément « Paris Obs » (actualité de Paris et de l’Ile-de-France : politique locale, justice, faits divers, environnement…)
- Rédactrice Rubrique « Air du Temps » (mode, tendances de société et de consommation)
";Journaliste - Rédactrice ;7;2000;5;2011;['Information Technology', 'and Services'];11;50;0;0;0
181;36;Paris Metropolitan Region;l'express;"- Édition des contenus numériques de l'application de L'Express, hiérarchisation de la homepage 
- Coordination des pages ""Semaine Express"" du magazine et de leurs déclinaisons numériques";Rédactrice en chef adjointe - Edition numérique;3;2017;12;2018;['Information Technology', 'and Services'];11;50;0;0;0
182;36;;make.org;;Journaliste - Directrice éditoriale;1;2019;0;0;['Information Technology', 'and Services'];11;50;1;0;0
183;36;;l'obs;"- Responsable de la publication de ""L'Obs du Soir""
- Coordination de l'équipe d'éditeurs web
- Édition des contenus numériques
- Réédition numérique des articles du magazine (adaptation pour le web, enrichissement, planification de publication, arbitrages gratuit/payant)
- Mise en place du circuit de copie print-web
- Mise en oeuvre du rapprochement des rédactions";Journaliste - Chef d'édition numérique;5;2011;3;2017;['Information Technology', 'and Services'];11;50;0;0;0
184;36;;;;;0;0;0;0;['Information Technology', 'and Services'];11;50;0;0;0
185;37;Paris Metropolitan Region;open source politics;"- Implement and monitor short/medium/long term objectives
- Ensure the operational follow-up of projects 
- Project lead with complex clients
- Management
- Identify, analyze and solve day-to-day problems
- Improve and strengthen processes within the team";Chief Operating Officer;1;2023;0;0;['Computer Software'];2;10;0;0;0
186;37;Barcelone, Catalogne, Espagne;decidim;"- Administration and representation of the Decidim Association
- Community animation 
- Coordination of the work carried out by the various thematic committees
- Organization of the General Assemblies";Coordination committee;1;2023;0;0;['Computer Software'];2;10;1;0;0
187;37;Paris Metropolitan Region;si politique !;"Creation of a political science association with the aim of organising various scientific events to promote research and academic work in political science beyond the academic world. 

- Legal deposit, search for funding
- Participation in the animation of the association's social networks";Co-Founder;1;2019;0;0;['Computer Software'];2;10;0;0;1
188;37;Paris Metropolitan Region;open source politics;"- Project lead with complex clients
- Management
- Identify, analyze and solve day-to-day problems
- Improve and strengthen processes within the team
- Helping to manage the activity of the delivery team";Assistant Operations Manager;7;2022;1;2023;['Computer Software'];2;10;0;0;0
189;37;Paris Metropolitan Region;open source politics;"- Project lead with intermediary clients
- Active contribution to improving the resources of the delivery and product team
- Product vision and implementation 
- Interface with the consulting team
- Interface with the communication team";Product Manager;12;2019;10;2022;['Computer Software'];2;10;0;0;0
190;38;Paris Metropolitan Region;STIG;"Stig.pro est une solution d'intelligence collective qui permet d’engager votre communauté en temps réel autour de thèmes que vous avez choisis.

Chaque participant sur l'application Stig.pro peut proposer des idées, voter et améliorer les idées des autres membres.

L’algorithme de Stig.pro attribue une note à chaque idée selon son succès auprès des participants afin de dégager des tendances pour faciliter vos prises de décisions.

Stig.pro fournit des rapports détaillés en temps réel sur les données générées par les participants, que vous pouvez partager en ligne ou exporter.";Co-fondateur et directeur associé;6;2017;2;2022;['Marketing and', 'Advertising'];11;50;1;0;1
191;38;France;abcdeep;abc_deep_ est une agence spécialisée dans le conseil aux entreprises pour la mise en place de solutions blockchain et l'intégration des NFT dans leurs stratégies de développement et campagnes de communication.;CEO;11;2021;0;0;['Marketing and', 'Advertising'];11;50;1;0;0
192;38;France;sasis*sport;;Associé;12;2022;0;0;['Marketing and', 'Advertising'];11;50;0;0;0
193;38;Paris Metropolitan Region;scdg conseil des gouvernances;;Co-fondateur;9;2020;0;0;['Marketing and', 'Advertising'];11;50;0;0;1
194;38;France;sloop;"SLOOP est une agence de solutions digitales, totalement décentralisée, qui offre à ses clients locaux et nationaux, un accompagnement global, de la stratégie à la création, du contenu au développement, du référencement à la maintenance. 

L’agence travaille autour de trois axes principaux : 
- le développement sur mesure d’applications web à haute valeur ajoutée.
- la création et l'animation de sites vitrines facilement administrables. 
- l'influence et la notoriété de ses clients.

Elle développe également une gamme de produits sur étagère pour faciliter le développement commercial des PME et ETI partout en France.";CEO;9;2013;0;0;['Marketing and', 'Advertising'];11;50;1;0;0
195;39;Berlin Metropolitan Region;civocracy;As an advisor, I support the leadership of Civocracy to navigate their most challenging questions: team growth, investment management, strategic developments;Advisor - advisory board;12;2019;0;0;['Civic', 'Social Organization'];11;50;0;0;0
196;39;Berlin Metropolitan Region;impact hub berlin;"- co-responsible of overwhelming Slack by running & coordinating the worldwide biggest hackathon on COVID-Challenge Solutions #wirvsvirus in March 2020. Seven civil organisations rocked that boat. 
- leading impact innovation programmes on Circular Economy (Lab of Tomorrow 8 on Plastic Waste in Thailand with the GIZ), on Future of Education (with the Fullbright Commission & the Stifterverband für die deutsche Wissenschaft), on Impact Entrepreneurship 
- coached several impact entrepreneurs, especially in the field of pricing & financing strategies
- setting up the Impact Hub Berlin Impact investors community";Impact Innovation - Senior Project Manager;2;2019;2;2021;['Civic', 'Social Organization'];11;50;0;0;0
197;39;Berlin Metropolitan Region;impact hub berlin;Impact Hub Berlin runs programmes to empower impact entrepreneurs in Germany & beyond: through new methodologies, accelerators, access to coaching, we want to make impact entrepreneurship the new normal. I had the incredible chance to play sparring partner with a team of 9 people, shape the future of our consultancy approach, manage a lot of high-impact projects, and have fun on the job.;Head Of Consultancy;2;2021;2;2022;['Civic', 'Social Organization'];11;50;1;0;0
198;39;Berlin Metropolitan Region;#wirvsvirus hackathon;A chance of a livetime to be part of the amazing organisation team of the https://wirvsvirushackathon.org/ - we are not stopping now! 25 000 participants, 1500 ideas, 130 projects selected for the solution enabler and an average of 8500+ messages per day on a huge and fantastic Slack community :) ;Organisation Team - Community Management ;3;2020;8;2020;['Civic', 'Social Organization'];11;50;0;0;0
199;39;Berlin Metropolitan Region;impact hub berlin;"To infinity & beyond! Impact Hub Berlin, with amazing partners, is opening  a space where you can connect with other innovators, attend inspiring events and access the resources needed to grow your impact. With 25 team offices, maker spaces, a café and rooftop greenhouse, it will be Europe’s largest Impact Hub to date.   
We’ve also sharpened our thematic focus in line with this next big step. From this year on, we’re focussing on supporting innovation and entrepreneurship in four key ecosystems: diversity and inclusion, sustainable food, green technology, and the circular economy. Each of these impact ecosystems comprises events, publications, innovation programmes, and – of course – our local and global community of changemakers. 
My role is to help make those things happen & run smooth :)";Director Of Operations;2;2022;0;0;['Civic', 'Social Organization'];11;50;1;0;0
200;40;Paris Metropolitan Region;democracyos france;"Democracy OS is an open source online consultation platform that aims to facilitate debate and consensus-building around proposals, leading to transparent collective decisions. It was founded in Argentina by Santiago Siri and Pia Mancini.
- Launch of the French chapter;
- Recruited the founding team;
- Conducted a series of product improvements;
- Implemented several pilots at the local (Nanterre, Paris), national (on controversial legislation) and international level (COP21);
- Appearances in the medias and at conferences;
- Partnerships (Open Law, Code for France).";Founder and president;4;2015;5;2016;['Computer Software'];2;10;1;0;1
201;40;Paris Metropolitan Region;open source politics;"A B2G startup providing the public sector with digital platforms for citizen participation | 🏅 1M users, 150 clients (French National Assembly, NYC, EU), 1,5M€ annual earning (50% recurring)

As a CPO, I:
- Achieved product-market fit by developing a SaaS offer based on the Decidim open source software
- Shaped the product vision and strategy using input from a wide range of stakeholders
- Made sure we stayed close to our users problems by implementing discovery practices (User’s club,  End user user interviews)
- Defined the roadmap and set objectives for the whole team using OKRs
- Implemented SCRUM and planning poker with the dev team to make sure delivery ran smoothly
- Recruited and coached 3 PMs

As a co-founder I:
- Benchmarked & contributed to major open source civic tech products
- Established international relationships with their founders (Pol.is, Decidim, Consul)
- Spoke at global conferences (Paris, Lyon, Taipei, Madrid, Barcelona) and gave interviews to major media outlets (Le Monde, Arte, RFI)
- Championed open source & data for digital democracy in public sector, contributing to industry standards (resulting in competitors adopting open source).
- Recruited talent and structured the teams responsible for tech, communication, sales, data";Co-founder and CPO;5;2016;7;2022;['Computer Software'];2;10;1;0;1
202;40;Earth;the democracy earth foundation;"Y Combinator backed NGO researching blockchain use cases in digital democracy (Liquid democracy, quadratic voting), decentralized identity and universal basic income (proofofhumanity.org/)
- Organized community (10K members) contributions (Documentation, Triage of Github issues, Hackathons organization) ;
- Implementation of a design system; 
- White paper contributions (infographics);  
- Participation in one week innovation bootcamps (Mexico: secure blockchain voting prototype, Spain: serious game to educate around liquid democracy);
- Ran pilots in Colombia (Peace Referendum) and in Hong Kong (Popular referendum on Chief Executive Election Civil Referendum).";Product and Communities;3;2016;5;2019;['Computer Software'];2;10;0;0;0
203;40;Paris Metropolitan Region;sciences po;"- Taught “Democratic Innovations, an introduction to participatory democracy and civic tech”
- 12 sessions, directed at ""Digital, New Technology and Public Policy"" masters students.";University lecturer;1;2021;6;2022;['Computer Software'];2;10;0;0;0
204;40;Paris Metropolitan Region;groupe m6;"Within the M6 Web business unit in charge of the production of original content for Youtube | Cumulative metrics: 1.5M subscribers, 256M views 
- Best practices benchmark for a portfolio of channels on different themes; 
- Daily use of web analytics tools (Google and Youtube Analytics, VidIQ); 
- Weekly and monthly reporting tools; 
- Strategic recommendations (editorial, sectoral) and implementation of optimizations (SEO).";Data analyst;8;2014;9;2015;['Computer Software'];2;10;0;0;0
205;41;;avaaz.org;"- Drafting compelling campaign materials and executing campaign plans.
- Consulting with experts and partners to develop strategies and advocacy work strategy, policy, and message.
- Conducting high-level advocacy and relationship building with government, media and civil society in France and Europe
";Global Campaigner;7;2009;2;2012;['Civic', 'Social Organization'];51;200;0;0;0
206;41;Paris Metropolitan Region;change.org;"- Team leader: managing 7 persons and providing clarity and focus around team’s strategy and objectives
- Representing Change.org in France externally and developing high level contacts in politics, business, PR agencies, the media and civil society 
- Speaker and trainer on people power campaigning and digital democracy
- Supporting global expansion: as a senior member of the international team, involved in cross-country and cross-functional strategic projects (Revenue, Product, Campaigns, Partnerships)";Country Director, France;12;2014;4;2018;['Civic', 'Social Organization'];51;200;1;0;0
207;41;Paris Metropolitan Region;the one campaign;"- leading a global team of campaigners developing and managing global and national campaigns with ONE’s offices around the world
- coordinating the development of campaign strategy and tactics
- overseeing the production and quality control of campaign plans and contents
- managing larget budgets and strategic partnerships
- developing member acquisition and retention strategies";Global Campaigns Director;4;2018;0;0;['Civic', 'Social Organization'];51;200;1;0;0
208;41;;change.org;"- First staffer in France, launch of the Change.org site in French, team recruitment, networking with stakeholders
- Support to platform users (citizens, non-profit) in their campaigns to gather support and influence French decision-makers (government, corporate) on most popular causes in France (education, environment, social justice, human rights, animals)
- Development of creative online/offline campaign tactics and innovative PR/communications activities as part of our empowerment tools and resources for users 
";Campaigns Director, France;3;2012;12;2014;['Civic', 'Social Organization'];51;200;1;0;0
209;41;Île-de-France, France;the one campaign;"- leading a global team of campaigners to develop, manage and execute ONE's campaigns
- coordinating campaign community of practice and excellence through the use of ONE's campaign accelerator and supporter engagement strategy
- collaborating with ONE’s offices around the world to help innovate and improve ONE’s campaigning efforts
- overseeing the production, quality control and evaluation of campaign plans and content
- increasing thought leadership on campaigning within and outside ONE";Senior Director, Global Campaigns;7;2021;0;0;['Civic', 'Social Organization'];51;200;1;0;0
210;42;Paris Metropolitan Region;twenga;Twenga is the shopping search engine with the largest selection on the web;Project manager & User experience designer;7;2010;9;2011;['Computer Software'];2;10;0;0;0
211;42;Paris Metropolitan Region;imaginatio;Legal word processing software;Head of user experience;9;2011;6;2013;['Computer Software'];2;10;1;0;0
212;42;Paris Metropolitan Region;stootie;Request for work and home services in real time and near you;Product designer;2;2012;6;2013;['Computer Software'];2;10;0;0;0
213;42;Paris Metropolitan Region;billy;Platform for automatic transmission of invoices between the various finance contacts. It eliminates manual tasks and inappropriate technologies such as email and PDF by connecting all financial management tools to enable reliable, automated and up-to-date invoice transmission.;Co-founder & General Manager;4;2022;0;0;['Computer Software'];2;10;1;0;1
214;42;Paris Metropolitan Region;cap collectif;Civic start-up expert in collective intelligence that provides turnkey participatory platforms to public and private decision makers;Co-founder & CPO;10;2013;3;2020;['Computer Software'];2;10;1;0;1
215;43;Brussels Metropolitan Region;fluicity;"Fluicity is one of the leading Civic Tech in Europe.
We work with more than 50 local and regional governments and drive local and large scale consultations around key topics such Climate Change, European Elections.
We are located in France and Belgium.";Co-founder & COO;10;2015;9;2020;['Information Technology', 'and Services'];2;10;1;0;1
216;43;Geneva Area, Switzerland;lcf rothschild;;Analyst - Internship;10;2010;1;2011;['Information Technology', 'and Services'];2;10;0;0;0
217;43;Luxembourg;european investment bank;"Legal consultant - in charge of finance contracts and transaction monitoring for the Belgian market; support on the UK market";Consultant - Secondment - Finance Operations Western Europe;10;2014;4;2015;['Information Technology', 'and Services'];2;10;0;1;0
218;43;Brussels Metropolitan Region;loyens & loeff;"Front-line transaction management (including leading dedicated transaction teams); project structuring; project due diligence; in-depth research";Associate - Banking & Finance;5;2011;9;2015;['Information Technology', 'and Services'];2;10;0;0;0
219;43;Brussels Metropolitan Region;fluicity;Fluicity is one of the leading Civic Tech companies in Europe. We work with more than 50 local and regional governments and conduct local and wide scale consultations on key issues such as climate change, European elections. Our offices are located in Paris and Brussels;Co-founder & Head of Sales;9;2020;0;0;['Information Technology', 'and Services'];2;10;1;0;1
220;44;Paris Metropolitan Region;ing direct france;"Architecture, design and development of the new ING Direct France Web Mobile Application optimized for Windows Phone, Android, BlackBerry and iOS.
We were in charge of:
- Application design
- Build technical platform
- Develop the application
- Improve UX
- Improve UI
- Development Industrialization
- Transfer of knowledge
- ...

AngularJS / Multi-platforms / UX / UI / Yeoman / Grunt / NodeJS / Web Mobile / Agile / Bank / B2C

https://m.ingdirect.fr";Web Expert & IT Consultant;4;2013;12;2013;['Information Technology', 'and Services'];2;10;0;1;0
221;44;Paris Metropolitan Region;octo technology;"I worked since 2008 as an IT consultant for OCTO Technology, an IT consultancy company based in Paris, and I have been hired by various CAC40 companies. 

As an expert in web technologies, I was deeply involved in building web applications and helping my customers to improve their skill in building performant web applications and evangelizing development teams with agile practices (TDD, continuous integration, automated testing).";IT Consultant & Software Engineer;10;2008;2;2014;['Information Technology', 'and Services'];2;10;0;1;0
222;44;Paris Metropolitan Region;fluicity;"Fluicity’s mission is to leverage technology and data segmentation to strengthen the relationship between local governments and their citizen and improve local decision making.

We offer a fully integrated platform that combines mobile application communications tools (interactive news, smart surveys, multi media citizen suggestions, automatized messenger services) with a sophisticated dashboard presenting predictive, quantifiable and actionable data to local governments.

Fluicity was founded in 2015 and received the below prices:
- MIT Award: Top 10 innovators under 35 in France
- TedxParis Social entrepreneur award: ""Echappée Volée""
- Smart City Congres Paris start-up Award

Follow us on:
http://www.flui.city
https://www.linkedin.com/company/fluicity
https://www.facebook.com/fluicity
https://twitter.com/Fluicities";Co-founder & CTO;4;2016;0;0;['Information Technology', 'and Services'];2;10;1;0;1
223;44;Paris Metropolitan Region;meetic;"In charge of leading the front-end team that building the new web mobile application with AngularJS.

Management & Hiring
- Lead the front-end team (~ 10 people)
- Recruitment to strengthen the front-end team
- Developed external communication to change and improve the brand on the IT side (Meet’Ups, speaking at conferences, …)

Methodologies & Projects
- Work with Agile methodologies (Scrum) to build the new mobile web app
- Project management (new IM with WebSockets)

Technical Implementation
- Industrialize development: Continuous integration, Metrics centric, Continuous Deployment
- Successfully promoted Quality First (TDD, Metrics Driven Development, UX Driven Development…)
- Development via Merge Request to ensure code reviews and improve code quality


AngularJS / UX / UI / Yeoman / Grunt / NodeJS / Web Mobile / Agile / Multi-platforms / Jenkins / TDD / IC / Continuous development / HTML5 / JavaScript / Bower / Feature flipping / CSS3 / Karma / Protractor / Mocha / Web Perf";Tech Lead Front-end;3;2014;10;2015;['Information Technology', 'and Services'];2;10;0;0;0
224;44;;freelance;;Freelance Software Engineer;11;2015;8;2016;['Information Technology', 'and Services'];2;10;0;0;0
225;45;Paris Metropolitan Region;alan;;Communication;4;2018;9;2019;['Higher Education'];2;10;0;0;0
226;45;;kisskissbankbank & co;;API envangelist & head of partnerships;3;2017;4;2018;['Higher Education'];2;10;1;0;0
227;45;Paris Metropolitan Region;VOXE;;Co Founder & journalist;2;2020;0;0;['Higher Education'];2;10;0;0;1
228;45;Paris Metropolitan Region;las letras;;Fondatrice, plume, copywriter et ghostwriter;9;2019;0;0;['Higher Education'];2;10;0;0;1
229;45;Paris Metropolitan Region;VOXE;I currently leads news at Voxe.org. My mission, is to help young female millennials to better understand current affairs and daily-life issues in order to enable them to speak up and have an impact on our society.;Co-fondatrice et rédactrice en chef de Voxe.org;5;2020;0;0;['Higher Education'];2;10;0;0;1
230;46;;institut des politiques publiques;;Responsable Communication;8;2022;0;0;['Research'];11;50;0;0;0
231;46;;conseil économique social et environnemental;;assistant du directeur de cabinet;11;2011;4;2012;['Research'];11;50;1;0;0
232;46;;conseil économique social et environnemental;;Chef de cabinet du Président;4;2012;12;2015;['Research'];11;50;1;0;0
233;46;;cap collectif;;Pôle Conseil;11;2016;8;2022;['Research'];11;50;0;0;0
234;46;;médiateur de la république;;assistant du directeur de cabinet;2;2009;11;2010;['Research'];11;50;1;0;0
